state,district,year,Kharif (June-October),Rabi (October-March),Zaid (March-June),Year Avg-Rainfall
Mizoram,SAIHA,2008,,,,
Mizoram,SAIHA,2009,,,,
Mizoram,SERCHHIP,2004,,,,
Mizoram,SERCHHIP,2005,,,,
Mizoram,SERCHHIP,2006,,,,
Mizoram,SERCHHIP,2007,,,,
Mizoram,SERCHHIP,2008,,,,
Mizoram,SERCHHIP,2009,,,,
Nagaland,DIMAPUR,2000,,,,
Nagaland,DIMAPUR,2001,,,,
Nagaland,DIMAPUR,2002,,,,
Nagaland,DIMAPUR,2003,,,,
Nagaland,DIMAPUR,2004,,,,
Nagaland,DIMAPUR,2005,,,,
Nagaland,DIMAPUR,2006,,,,
Nagaland,DIMAPUR,2007,,,,
Nagaland,DIMAPUR,2008,,,,
Nagaland,DIMAPUR,2009,,,,
Nagaland,DIMAPUR,2010,,,,
Nagaland,DIMAPUR,2011,,,,
Nagaland,DIMAPUR,2012,,,,
Nagaland,DIMAPUR,2013,,,,
Nagaland,DIMAPUR,2014,,,,
Nagaland,KIPHIRE,2008,,,,
Nagaland,KIPHIRE,2009,,,,
Nagaland,KIPHIRE,2010,,,,
Nagaland,KIPHIRE,2011,,,,
Nagaland,KIPHIRE,2012,,,,
Nagaland,KIPHIRE,2013,,,,
Nagaland,KIPHIRE,2014,,,,
Nagaland,KOHIMA,1997,,,,
Nagaland,KOHIMA,1998,,,,
Nagaland,KOHIMA,1999,,,,
Nagaland,KOHIMA,2000,,,,
Nagaland,KOHIMA,2001,,,,
Nagaland,KOHIMA,2002,,,,
Nagaland,KOHIMA,2003,,,,
Nagaland,KOHIMA,2004,,,,
Nagaland,KOHIMA,2005,,,,
Nagaland,KOHIMA,2006,,,,
Nagaland,KOHIMA,2007,,,,
Nagaland,KOHIMA,2008,,,,
Nagaland,KOHIMA,2009,,,,
Nagaland,KOHIMA,2010,,,,
Nagaland,KOHIMA,2011,,,,
Nagaland,KOHIMA,2012,,,,
Nagaland,KOHIMA,2013,,,,
Nagaland,KOHIMA,2014,,,,
Nagaland,LONGLENG,2008,,,,
Nagaland,LONGLENG,2009,,,,
Nagaland,LONGLENG,2010,,,,
Nagaland,LONGLENG,2011,,,,
Nagaland,LONGLENG,2012,,,,
Nagaland,LONGLENG,2013,,,,
Nagaland,LONGLENG,2014,,,,
Nagaland,MOKOKCHUNG,1997,,,,
Nagaland,MOKOKCHUNG,1998,,,,
Nagaland,MOKOKCHUNG,1999,,,,
Nagaland,MOKOKCHUNG,2000,,,,
Nagaland,MOKOKCHUNG,2001,,,,
Nagaland,MOKOKCHUNG,2002,,,,
Nagaland,MOKOKCHUNG,2003,,,,
Nagaland,MOKOKCHUNG,2004,,,,
Nagaland,MOKOKCHUNG,2005,,,,
Nagaland,MOKOKCHUNG,2006,,,,
Nagaland,MOKOKCHUNG,2007,,,,
Nagaland,MOKOKCHUNG,2008,,,,
Nagaland,MOKOKCHUNG,2009,,,,
Nagaland,MOKOKCHUNG,2010,,,,
Nagaland,MOKOKCHUNG,2011,,,,
Nagaland,MOKOKCHUNG,2012,,,,
Nagaland,MOKOKCHUNG,2013,,,,
Nagaland,MOKOKCHUNG,2014,,,,
Nagaland,MON,1997,,,,
Nagaland,MON,1998,,,,
Nagaland,MON,1999,,,,
Nagaland,MON,2000,,,,
Nagaland,MON,2001,,,,
Nagaland,MON,2002,,,,
Nagaland,MON,2003,,,,
Nagaland,MON,2004,,,,
Nagaland,MON,2005,,,,
Nagaland,MON,2006,,,,
Nagaland,MON,2007,,,,
Nagaland,MON,2008,,,,
Nagaland,MON,2009,,,,
Nagaland,MON,2010,,,,
Nagaland,MON,2011,,,,
Nagaland,MON,2012,,,,
Nagaland,MON,2013,,,,
Nagaland,MON,2014,,,,
Nagaland,PEREN,2008,,,,
Nagaland,PEREN,2009,,,,
Nagaland,PEREN,2010,,,,
Nagaland,PEREN,2011,,,,
Nagaland,PEREN,2012,,,,
Nagaland,PEREN,2013,,,,
Nagaland,PEREN,2014,,,,
Nagaland,PHEK,1997,,,,
Nagaland,PHEK,1998,,,,
Nagaland,PHEK,1999,,,,
Nagaland,PHEK,2000,,,,
Nagaland,PHEK,2001,,,,
Nagaland,PHEK,2002,,,,
Nagaland,PHEK,2003,,,,
Nagaland,PHEK,2004,,,,
Nagaland,PHEK,2005,,,,
Nagaland,PHEK,2006,,,,
Nagaland,PHEK,2007,,,,
Nagaland,PHEK,2008,,,,
Nagaland,PHEK,2009,,,,
Nagaland,PHEK,2010,,,,
Nagaland,PHEK,2011,,,,
Nagaland,PHEK,2012,,,,
Nagaland,PHEK,2013,,,,
Nagaland,PHEK,2014,,,,
Nagaland,TUENSANG,1997,,,,
Nagaland,TUENSANG,1998,,,,
Nagaland,TUENSANG,1999,,,,
Nagaland,TUENSANG,2000,,,,
Nagaland,TUENSANG,2001,,,,
Nagaland,TUENSANG,2002,,,,
Nagaland,TUENSANG,2003,,,,
Nagaland,TUENSANG,2004,,,,
Nagaland,TUENSANG,2005,,,,
Nagaland,TUENSANG,2006,,,,
Nagaland,TUENSANG,2007,,,,
Nagaland,TUENSANG,2008,,,,
Nagaland,TUENSANG,2009,,,,
Nagaland,TUENSANG,2010,,,,
Nagaland,TUENSANG,2011,,,,
Nagaland,TUENSANG,2012,,,,
Nagaland,TUENSANG,2013,,,,
Nagaland,TUENSANG,2014,,,,
Nagaland,WOKHA,1997,,,,
Nagaland,WOKHA,1998,,,,
Nagaland,WOKHA,1999,,,,
Nagaland,WOKHA,2000,,,,
Nagaland,WOKHA,2001,,,,
Nagaland,WOKHA,2002,,,,
Nagaland,WOKHA,2003,,,,
Nagaland,WOKHA,2004,,,,
Nagaland,WOKHA,2005,,,,
Nagaland,WOKHA,2006,,,,
Nagaland,WOKHA,2007,,,,
Nagaland,WOKHA,2008,,,,
Nagaland,WOKHA,2009,,,,
Nagaland,WOKHA,2010,,,,
Nagaland,WOKHA,2011,,,,
Nagaland,WOKHA,2012,,,,
Nagaland,WOKHA,2013,,,,
Nagaland,WOKHA,2014,,,,
Nagaland,ZUNHEBOTO,1997,,,,
Nagaland,ZUNHEBOTO,1998,,,,
Nagaland,ZUNHEBOTO,1999,,,,
Nagaland,ZUNHEBOTO,2000,,,,
Nagaland,ZUNHEBOTO,2001,,,,
Nagaland,ZUNHEBOTO,2002,,,,
Nagaland,ZUNHEBOTO,2003,,,,
Nagaland,ZUNHEBOTO,2004,,,,
Nagaland,ZUNHEBOTO,2005,,,,
Nagaland,ZUNHEBOTO,2006,,,,
Nagaland,ZUNHEBOTO,2007,,,,
Nagaland,ZUNHEBOTO,2008,,,,
Nagaland,ZUNHEBOTO,2009,,,,
Nagaland,ZUNHEBOTO,2010,,,,
Nagaland,ZUNHEBOTO,2011,,,,
Nagaland,ZUNHEBOTO,2012,,,,
Nagaland,ZUNHEBOTO,2013,,,,
Nagaland,ZUNHEBOTO,2014,,,,
Odisha,ANUGUL,1997,,,,
Odisha,ANUGUL,1998,,,,
Odisha,ANUGUL,1999,,,,
Odisha,ANUGUL,2000,,,,
Odisha,ANUGUL,2001,,,,
Odisha,ANUGUL,2002,,,,
Odisha,ANUGUL,2003,,,,
Odisha,ANUGUL,2004,,,,
Odisha,ANUGUL,2005,,,,
Odisha,ANUGUL,2006,,,,
Odisha,ANUGUL,2007,,,,
Odisha,ANUGUL,2008,,,,
Odisha,ANUGUL,2009,,,,
Odisha,ANUGUL,2010,,,,
Odisha,ANUGUL,2011,,,,
Odisha,ANUGUL,2012,,,,
Odisha,ANUGUL,2013,,,,
Odisha,ANUGUL,2014,,,,
Odisha,ANUGUL,2015,,,,
Odisha,BALANGIR,1997,,,,
Odisha,BALANGIR,1998,,,,
Odisha,BALANGIR,1999,,,,
Odisha,BALANGIR,2000,,,,
Odisha,BALANGIR,2001,,,,
Odisha,BALANGIR,2002,,,,
Odisha,BALANGIR,2003,,,,
Odisha,BALANGIR,2004,,,,
Odisha,BALANGIR,2005,,,,
Odisha,BALANGIR,2006,,,,
Odisha,BALANGIR,2007,,,,
Odisha,BALANGIR,2008,,,,
Odisha,BALANGIR,2009,,,,
Odisha,BALANGIR,2010,,,,
Odisha,BALANGIR,2011,,,,
Odisha,BALANGIR,2012,,,,
Odisha,BALANGIR,2013,,,,
Odisha,BALANGIR,2014,,,,
Odisha,BALANGIR,2015,,,,
Odisha,BALESHWAR,1997,,,,
Odisha,BALESHWAR,1998,,,,
Odisha,BALESHWAR,1999,,,,
Odisha,BALESHWAR,2000,,,,
Odisha,BALESHWAR,2001,,,,
Odisha,BALESHWAR,2002,,,,
Odisha,BALESHWAR,2003,,,,
Odisha,BALESHWAR,2004,,,,
Odisha,BALESHWAR,2005,,,,
Odisha,BALESHWAR,2006,,,,
Odisha,BALESHWAR,2007,,,,
Odisha,BALESHWAR,2008,,,,
Odisha,BALESHWAR,2009,,,,
Odisha,BALESHWAR,2010,,,,
Odisha,BALESHWAR,2011,,,,
Odisha,BALESHWAR,2012,,,,
Odisha,BALESHWAR,2013,,,,
Odisha,BALESHWAR,2014,,,,
Odisha,BALESHWAR,2015,,,,
Odisha,BARGARH,1997,,,,
Odisha,BARGARH,1998,,,,
Odisha,BARGARH,1999,,,,
Odisha,BARGARH,2000,,,,
Odisha,BARGARH,2001,,,,
Odisha,BARGARH,2002,,,,
Odisha,BARGARH,2003,,,,
Odisha,BARGARH,2004,,,,
Odisha,BARGARH,2005,,,,
Odisha,BARGARH,2006,,,,
Odisha,BARGARH,2007,,,,
Odisha,BARGARH,2008,,,,
Odisha,BARGARH,2009,,,,
Odisha,BARGARH,2010,,,,
Odisha,BARGARH,2011,,,,
Odisha,BARGARH,2012,,,,
Odisha,BARGARH,2013,,,,
Odisha,BARGARH,2014,,,,
Odisha,BARGARH,2015,,,,
Odisha,BHADRAK,1997,,,,
Odisha,BHADRAK,1998,,,,
Odisha,BHADRAK,1999,,,,
Odisha,BHADRAK,2000,,,,
Odisha,BHADRAK,2001,,,,
Odisha,BHADRAK,2002,,,,
Odisha,BHADRAK,2003,,,,
Odisha,BHADRAK,2004,,,,
Odisha,BHADRAK,2005,,,,
Odisha,BHADRAK,2006,,,,
Odisha,BHADRAK,2007,,,,
Odisha,BHADRAK,2008,,,,
Odisha,BHADRAK,2009,,,,
Odisha,BHADRAK,2010,,,,
Odisha,BHADRAK,2011,,,,
Odisha,BHADRAK,2012,,,,
Odisha,BHADRAK,2013,,,,
Odisha,BHADRAK,2014,,,,
Odisha,BHADRAK,2015,,,,
Odisha,BOUDH,1997,,,,
Odisha,BOUDH,1998,,,,
Odisha,BOUDH,1999,,,,
Odisha,BOUDH,2000,,,,
Odisha,BOUDH,2001,,,,
Odisha,BOUDH,2002,,,,
Odisha,BOUDH,2003,,,,
Odisha,BOUDH,2004,,,,
Odisha,BOUDH,2005,,,,
Odisha,BOUDH,2006,,,,
Odisha,BOUDH,2007,,,,
Odisha,BOUDH,2008,,,,
Odisha,BOUDH,2009,,,,
Odisha,BOUDH,2010,,,,
Odisha,BOUDH,2011,,,,
Odisha,BOUDH,2012,,,,
Odisha,BOUDH,2013,,,,
Odisha,BOUDH,2014,,,,
Odisha,BOUDH,2015,,,,
Odisha,CUTTACK,1997,,,,
Odisha,CUTTACK,1998,,,,
Odisha,CUTTACK,1999,,,,
Odisha,CUTTACK,2000,,,,
Odisha,CUTTACK,2001,,,,
Odisha,CUTTACK,2002,,,,
Odisha,CUTTACK,2003,,,,
Odisha,CUTTACK,2004,,,,
Odisha,CUTTACK,2005,,,,
Odisha,CUTTACK,2006,,,,
Odisha,CUTTACK,2007,,,,
Odisha,CUTTACK,2008,,,,
Odisha,CUTTACK,2009,,,,
Odisha,CUTTACK,2010,,,,
Odisha,CUTTACK,2011,,,,
Odisha,CUTTACK,2012,,,,
Odisha,CUTTACK,2013,,,,
Odisha,CUTTACK,2014,,,,
Odisha,CUTTACK,2015,,,,
Odisha,DEOGARH,1997,,,,
Odisha,DEOGARH,1998,,,,
Odisha,DEOGARH,1999,,,,
Odisha,DEOGARH,2000,,,,
Odisha,DEOGARH,2001,,,,
Odisha,DEOGARH,2002,,,,
Odisha,DEOGARH,2003,,,,
Odisha,DEOGARH,2004,,,,
Odisha,DEOGARH,2005,,,,
Odisha,DEOGARH,2006,,,,
Odisha,DEOGARH,2007,,,,
Odisha,DEOGARH,2008,,,,
Odisha,DEOGARH,2009,,,,
Odisha,DEOGARH,2010,,,,
Odisha,DEOGARH,2011,,,,
Odisha,DEOGARH,2012,,,,
Odisha,DEOGARH,2013,,,,
Odisha,DEOGARH,2014,,,,
Odisha,DEOGARH,2015,,,,
Odisha,DHENKANAL,1997,,,,
Odisha,DHENKANAL,1998,,,,
Odisha,DHENKANAL,1999,,,,
Odisha,DHENKANAL,2000,,,,
Odisha,DHENKANAL,2001,,,,
Odisha,DHENKANAL,2002,,,,
Odisha,DHENKANAL,2003,,,,
Odisha,DHENKANAL,2004,,,,
Odisha,DHENKANAL,2005,,,,
Odisha,DHENKANAL,2006,,,,
Odisha,DHENKANAL,2007,,,,
Odisha,DHENKANAL,2008,,,,
Odisha,DHENKANAL,2009,,,,
Odisha,DHENKANAL,2010,,,,
Odisha,DHENKANAL,2011,,,,
Odisha,DHENKANAL,2012,,,,
Odisha,DHENKANAL,2013,,,,
Odisha,DHENKANAL,2014,,,,
Odisha,DHENKANAL,2015,,,,
Odisha,GAJAPATI,1997,,,,
Odisha,GAJAPATI,1998,,,,
Odisha,GAJAPATI,1999,,,,
Odisha,GAJAPATI,2000,,,,
Odisha,GAJAPATI,2001,,,,
Odisha,GAJAPATI,2002,,,,
Odisha,GAJAPATI,2003,,,,
Odisha,GAJAPATI,2004,,,,
Odisha,GAJAPATI,2005,,,,
Odisha,GAJAPATI,2006,,,,
Odisha,GAJAPATI,2007,,,,
Odisha,GAJAPATI,2008,,,,
Odisha,GAJAPATI,2009,,,,
Odisha,GAJAPATI,2010,,,,
Odisha,GAJAPATI,2011,,,,
Odisha,GAJAPATI,2012,,,,
Odisha,GAJAPATI,2013,,,,
Odisha,GAJAPATI,2014,,,,
Odisha,GAJAPATI,2015,,,,
Odisha,GANJAM,1997,,,,
Odisha,GANJAM,1998,,,,
Odisha,GANJAM,1999,,,,
Odisha,GANJAM,2000,,,,
Odisha,GANJAM,2001,,,,
Odisha,GANJAM,2002,,,,
Odisha,GANJAM,2003,,,,
Odisha,GANJAM,2004,,,,
Odisha,GANJAM,2005,,,,
Odisha,GANJAM,2006,,,,
Odisha,GANJAM,2007,,,,
Odisha,GANJAM,2008,,,,
Odisha,GANJAM,2009,,,,
Odisha,GANJAM,2010,,,,
Odisha,GANJAM,2011,,,,
Odisha,GANJAM,2012,,,,
Odisha,GANJAM,2013,,,,
Odisha,GANJAM,2014,,,,
Odisha,GANJAM,2015,,,,
Odisha,JAGATSINGHAPUR,1997,,,,
Odisha,JAGATSINGHAPUR,1998,,,,
Odisha,JAGATSINGHAPUR,1999,,,,
Odisha,JAGATSINGHAPUR,2000,,,,
Odisha,JAGATSINGHAPUR,2001,,,,
Odisha,JAGATSINGHAPUR,2002,,,,
Odisha,JAGATSINGHAPUR,2003,,,,
Odisha,JAGATSINGHAPUR,2004,,,,
Odisha,JAGATSINGHAPUR,2005,,,,
Odisha,JAGATSINGHAPUR,2006,,,,
Odisha,JAGATSINGHAPUR,2007,,,,
Odisha,JAGATSINGHAPUR,2008,,,,
Odisha,JAGATSINGHAPUR,2009,,,,
Odisha,JAGATSINGHAPUR,2010,,,,
Odisha,JAGATSINGHAPUR,2011,,,,
Odisha,JAGATSINGHAPUR,2012,,,,
Odisha,JAGATSINGHAPUR,2013,,,,
Odisha,JAGATSINGHAPUR,2014,,,,
Odisha,JAGATSINGHAPUR,2015,,,,
Odisha,JAJAPUR,1997,,,,
Odisha,JAJAPUR,1998,,,,
Odisha,JAJAPUR,1999,,,,
Odisha,JAJAPUR,2000,,,,
Odisha,JAJAPUR,2001,,,,
Odisha,JAJAPUR,2002,,,,
Odisha,JAJAPUR,2003,,,,
Odisha,JAJAPUR,2004,,,,
Odisha,JAJAPUR,2005,,,,
Odisha,JAJAPUR,2006,,,,
Odisha,JAJAPUR,2007,,,,
Odisha,JAJAPUR,2008,,,,
Odisha,JAJAPUR,2009,,,,
Odisha,JAJAPUR,2010,,,,
Odisha,JAJAPUR,2011,,,,
Odisha,JAJAPUR,2012,,,,
Odisha,JAJAPUR,2013,,,,
Odisha,JAJAPUR,2014,,,,
Odisha,JAJAPUR,2015,,,,
Odisha,JHARSUGUDA,1997,,,,
Odisha,JHARSUGUDA,1998,,,,
Odisha,JHARSUGUDA,1999,,,,
Odisha,JHARSUGUDA,2000,,,,
Odisha,JHARSUGUDA,2001,,,,
Odisha,JHARSUGUDA,2002,,,,
Odisha,JHARSUGUDA,2003,,,,
Odisha,JHARSUGUDA,2004,,,,
Odisha,JHARSUGUDA,2005,,,,
Odisha,JHARSUGUDA,2006,,,,
Odisha,JHARSUGUDA,2007,,,,
Odisha,JHARSUGUDA,2008,,,,
Odisha,JHARSUGUDA,2009,,,,
Odisha,JHARSUGUDA,2010,,,,
Odisha,JHARSUGUDA,2011,,,,
Odisha,JHARSUGUDA,2012,,,,
Odisha,JHARSUGUDA,2013,,,,
Odisha,JHARSUGUDA,2014,,,,
Odisha,JHARSUGUDA,2015,,,,
Odisha,KALAHANDI,1997,,,,
Odisha,KALAHANDI,1998,,,,
Odisha,KALAHANDI,1999,,,,
Odisha,KALAHANDI,2000,,,,
Odisha,KALAHANDI,2001,,,,
Odisha,KALAHANDI,2002,,,,
Odisha,KALAHANDI,2003,,,,
Odisha,KALAHANDI,2004,,,,
Odisha,KALAHANDI,2005,,,,
Odisha,KALAHANDI,2006,,,,
Odisha,KALAHANDI,2007,,,,
Odisha,KALAHANDI,2008,,,,
Odisha,KALAHANDI,2009,,,,
Odisha,KALAHANDI,2010,,,,
Odisha,KALAHANDI,2011,,,,
Odisha,KALAHANDI,2012,,,,
Odisha,KALAHANDI,2013,,,,
Odisha,KALAHANDI,2014,,,,
Odisha,KALAHANDI,2015,,,,
Odisha,KANDHAMAL,1997,,,,
Odisha,KANDHAMAL,1998,,,,
Odisha,KANDHAMAL,1999,,,,
Odisha,KANDHAMAL,2000,,,,
Odisha,KANDHAMAL,2001,,,,
Odisha,KANDHAMAL,2002,,,,
Odisha,KANDHAMAL,2003,,,,
Odisha,KANDHAMAL,2004,,,,
Odisha,KANDHAMAL,2005,,,,
Odisha,KANDHAMAL,2006,,,,
Odisha,KANDHAMAL,2007,,,,
Odisha,KANDHAMAL,2008,,,,
Odisha,KANDHAMAL,2009,,,,
Odisha,KANDHAMAL,2010,,,,
Odisha,KANDHAMAL,2011,,,,
Odisha,KANDHAMAL,2012,,,,
Odisha,KANDHAMAL,2013,,,,
Odisha,KANDHAMAL,2014,,,,
Odisha,KANDHAMAL,2015,,,,
Odisha,KENDRAPARA,1997,,,,
Odisha,KENDRAPARA,1998,,,,
Odisha,KENDRAPARA,1999,,,,
Odisha,KENDRAPARA,2000,,,,
Odisha,KENDRAPARA,2001,,,,
Odisha,KENDRAPARA,2002,,,,
Odisha,KENDRAPARA,2003,,,,
Odisha,KENDRAPARA,2004,,,,
Odisha,KENDRAPARA,2005,,,,
Odisha,KENDRAPARA,2006,,,,
Odisha,KENDRAPARA,2007,,,,
Odisha,KENDRAPARA,2008,,,,
Odisha,KENDRAPARA,2009,,,,
Odisha,KENDRAPARA,2010,,,,
Odisha,KENDRAPARA,2011,,,,
Odisha,KENDRAPARA,2012,,,,
Odisha,KENDRAPARA,2013,,,,
Odisha,KENDRAPARA,2014,,,,
Odisha,KENDRAPARA,2015,,,,
Odisha,KENDUJHAR,1997,,,,
Odisha,KENDUJHAR,1998,,,,
Odisha,KENDUJHAR,1999,,,,
Odisha,KENDUJHAR,2000,,,,
Odisha,KENDUJHAR,2001,,,,
Odisha,KENDUJHAR,2002,,,,
Odisha,KENDUJHAR,2003,,,,
Odisha,KENDUJHAR,2004,,,,
Odisha,KENDUJHAR,2005,,,,
Odisha,KENDUJHAR,2006,,,,
Odisha,KENDUJHAR,2007,,,,
Odisha,KENDUJHAR,2008,,,,
Odisha,KENDUJHAR,2009,,,,
Odisha,KENDUJHAR,2010,,,,
Odisha,KENDUJHAR,2011,,,,
Odisha,KENDUJHAR,2012,,,,
Odisha,KENDUJHAR,2013,,,,
Odisha,KENDUJHAR,2014,,,,
Odisha,KENDUJHAR,2015,,,,
Odisha,KHORDHA,1997,,,,
Odisha,KHORDHA,1998,,,,
Odisha,KHORDHA,1999,,,,
Odisha,KHORDHA,2000,,,,
Odisha,KHORDHA,2001,,,,
Odisha,KHORDHA,2002,,,,
Odisha,KHORDHA,2003,,,,
Odisha,KHORDHA,2004,,,,
Odisha,KHORDHA,2005,,,,
Odisha,KHORDHA,2006,,,,
Odisha,KHORDHA,2007,,,,
Odisha,KHORDHA,2008,,,,
Odisha,KHORDHA,2009,,,,
Odisha,KHORDHA,2010,,,,
Odisha,KHORDHA,2011,,,,
Odisha,KHORDHA,2012,,,,
Odisha,KHORDHA,2013,,,,
Odisha,KHORDHA,2014,,,,
Odisha,KHORDHA,2015,,,,
Odisha,KORAPUT,1997,,,,
Odisha,KORAPUT,1998,,,,
Odisha,KORAPUT,1999,,,,
Odisha,KORAPUT,2000,,,,
Odisha,KORAPUT,2001,,,,
Odisha,KORAPUT,2002,,,,
Odisha,KORAPUT,2003,,,,
Odisha,KORAPUT,2004,,,,
Odisha,KORAPUT,2005,,,,
Odisha,KORAPUT,2006,,,,
Odisha,KORAPUT,2007,,,,
Odisha,KORAPUT,2008,,,,
Odisha,KORAPUT,2009,,,,
Odisha,KORAPUT,2010,,,,
Odisha,KORAPUT,2011,,,,
Odisha,KORAPUT,2012,,,,
Odisha,KORAPUT,2013,,,,
Odisha,KORAPUT,2014,,,,
Odisha,KORAPUT,2015,,,,
Odisha,MALKANGIRI,1997,,,,
Odisha,MALKANGIRI,1998,,,,
Odisha,MALKANGIRI,1999,,,,
Odisha,MALKANGIRI,2000,,,,
Odisha,MALKANGIRI,2001,,,,
Odisha,MALKANGIRI,2002,,,,
Odisha,MALKANGIRI,2003,,,,
Odisha,MALKANGIRI,2004,,,,
Odisha,MALKANGIRI,2005,,,,
Odisha,MALKANGIRI,2006,,,,
Odisha,MALKANGIRI,2007,,,,
Odisha,MALKANGIRI,2008,,,,
Odisha,MALKANGIRI,2009,,,,
Odisha,MALKANGIRI,2010,,,,
Odisha,MALKANGIRI,2011,,,,
Odisha,MALKANGIRI,2012,,,,
Odisha,MALKANGIRI,2013,,,,
Odisha,MALKANGIRI,2014,,,,
Odisha,MALKANGIRI,2015,,,,
Odisha,MAYURBHANJ,1997,,,,
Odisha,MAYURBHANJ,1998,,,,
Odisha,MAYURBHANJ,1999,,,,
